year,team,conference,division,ranking,rating,source_year
2025,Southern Illinois,MVFC,,119,-11.7,2025
2025,South Dakota State,MVFC,,121,-12.2,2025
2025,App State,Sun Belt,East,121,-12.2,2025
2025,Delaware,Conference USA,,123,-12.4,2025
2025,Oregon State,Pac-12,,124,-12.6,2025
2025,South Alabama,Sun Belt,West,125,-12.8,2025
2025,Nevada,Mountain West,,126,-13.3,2025
2025,Abilene Christian,UAC,,127,-13.5,2025
2025,Colorado State,Mountain West,,128,-13.8,2025
2025,UC Davis,Big Sky,,129,-14.1,2025
2025,Buffalo,Mid-American,,130,-14.2,2025
2025,UAB,American Athletic,,131,-14.3,2025
2025,Bowling Green,Mid-American,,132,-14.4,2025
2025,San José State,Mountain West,,132,-14.4,2025
2025,Lehigh,Patriot,,134,-14.5,2025
2025,Akron,Mid-American,,135,-14.6,2025
2025,South Dakota,MVFC,,136,-14.7,2025
2025,Sacramento State,Big Sky,,137,-14.8,2025
2025,Youngstown State,MVFC,,138,-14.9,2025
2025,Idaho State,Big Sky,,139,-15.0,2025
2025,Rice,American Athletic,,140,-15.1,2025
2025,Kent State,Mid-American,,141,-16.1,2025
2025,New Mexico State,Conference USA,,141,-16.1,2025
2025,Yale,Ivy,,141,-16.1,2025
2025,Eastern Michigan,Mid-American,,144,-16.2,2025
2025,Austin Peay,UAC,,144,-16.2,2025
2025,Villanova,Coastal Athletic,,146,-16.6,2025
2025,Southern Utah,UAC,,147,-16.9,2025
2025,Northern Illinois,Mid-American,,148,-17.2,2025
2025,Harvard,Ivy,,148,-17.2,2025
2025,UTEP,Conference USA,,150,-17.7,2025
2025,Georgia State,Sun Belt,East,151,-18.1,2025
2025,Middle Tennessee,Conference USA,,152,-18.4,2025
2025,Tennessee Tech,OVC-Big South,,153,-18.5,2025
2025,SE Louisiana,Southland,,153,-18.5,2025
2025,Ball State,Mid-American,,155,-19.1,2025
2025,Northern Arizona,Big Sky,,156,-19.4,2025
2025,UL Monroe,Sun Belt,West,157,-20.0,2025
2025,West Georgia,UAC,,158,-20.1,2025
2025,Mercer,Southern,,159,-20.2,2025
2025,Rhode Island,Coastal Athletic,,159,-20.2,2025
2025,Idaho,Big Sky,,161,-20.4,2025
2025,UT Rio Grande Valley,Southland,,162,-20.5,2025
2025,Cal Poly,Big Sky,,163,-21.6,2025
2025,Charlotte,American Athletic,,164,-21.8,2025
2025,Charlotte,,,164,-21.8,2025
2025,Alabama State,SWAC,East,166,-22.1,2025
2025,Monmouth,Coastal Athletic,,167,-22.3,2025
2025,Sam Houston,Conference USA,,168,-22.7,2025
2025,New Hampshire,Coastal Athletic,,169,-23.3,2025
2025,Lamar,Southland,,170,-23.5,2025
2025,Eastern Washington,Big Sky,,171,-23.9,2025
2025,Incarnate Word,Southland,,172,-24.1,2025
2025,East Tennessee State,Southern,,173,-24.6,2025
2025,Eastern Kentucky,UAC,,174,-24.7,2025
2025,St. Thomas (MN),Pioneer,,175,-25.2,2025
2025,Dartmouth,Ivy,,176,-25.4,2025
2025,Lafayette,Patriot,,177,-26.0,2025
2025,Northern Colorado,Big Sky,,178,-26.2,2025
2025,Drake,Pioneer,,179,-26.4,2025
2025,South Carolina State,MEAC,,180,-26.5,2025
2025,Western Carolina,Southern,,181,-26.6,2025
2025,Northern Iowa,MVFC,,182,-26.7,2025
2025,Wofford,Southern,,182,-26.7,2025
2025,Jackson State,SWAC,East,182,-26.7,2025
2025,William & Mary,Coastal Athletic,,185,-27.0,2025
2025,Elon,Coastal Athletic,,185,-27.0,2025
2025,Gardner-Webb,OVC-Big South,,187,-27.3,2025
2025,Stony Brook,Coastal Athletic,,187,-27.3,2025
2025,Weber State,Big Sky,,189,-27.4,2025
2025,Pennsylvania,Ivy,,189,-27.4,2025
2025,Presbyterian,Pioneer,,191,-27.7,2025
2025,San Diego,Pioneer,,192,-28.3,2025
2025,UT Martin,OVC-Big South,,192,-28.3,2025
2025,Prairie View A&M,SWAC,West,194,-28.4,2025
2025,Lindenwood,OVC-Big South,,195,-28.6,2025
2025,Maine,Coastal Athletic,,196,-28.7,2025
2025,Central Arkansas,UAC,,197,-28.8,2025
2025,Nicholls,Southland,,198,-28.9,2025
2025,Indiana State,MVFC,,198,-28.9,2025
2025,Holy Cross,Patriot,,200,-29.7,2025
2025,Princeton,Ivy,,201,-29.8,2025
2025,Towson,Coastal Athletic,,202,-29.9,2025
2025,Brown,Ivy,,203,-30.2,2025
2025,Central Connecticut,NEC,,204,-30.4,2025
2025,McNeese,Southland,,205,-30.6,2025
2025,North Carolina Central,MEAC,,206,-30.8,2025
2025,Colgate,Patriot,,207,-30.9,2025
2025,The Citadel,Southern,,208,-31.0,2025
2025,Richmond,Patriot,,209,-31.5,2025
2025,Delaware State,MEAC,,210,-31.6,2025
2025,Charleston Southern,OVC-Big South,,211,-31.9,2025
2025,Southeast Missouri State,OVC-Big South,,212,-32.0,2025
2025,Massachusetts,Mid-American,,213,-32.3,2025
2025,Sacred Heart,FCS Independents,,214,-32.5,2025
2025,Duquesne,NEC,,215,-32.7,2025
2025,Dayton,Pioneer,,215,-32.7,2025
2025,North Alabama,UAC,,217,-33.0,2025
2025,Utah Tech,UAC,,218,-33.3,2025
2025,Long Island University,NEC,,219,-33.5,2025
2025,Mercyhurst,NEC,,220,-33.6,2025
2025,Furman,Southern,,221,-33.7,2025
2025,East Texas A&M,Southland,,222,-34.0,2025
2025,Chattanooga,Southern,,223,-34.2,2025
2025,Cornell,Ivy,,223,-34.2,2025
2025,Portland State,Big Sky,,225,-34.7,2025
2025,Merrimack,FCS Independents,,226,-34.9,2025
2025,Murray State,MVFC,,227,-35.2,2025
2025,Western Illinois,OVC-Big South,,228,-35.3,2025
2025,Bethune-Cookman,SWAC,East,229,-36.4,2025
2025,Columbia,Ivy,,230,-36.7,2025
2025,Marist,Pioneer,,231,-36.9,2025
2025,Butler,Pioneer,,232,-37.0,2025
2025,Campbell,Coastal Athletic,,232,-37.0,2025
2025,Eastern Illinois,OVC-Big South,,234,-37.1,2025
2025,Georgetown,Patriot,,235,-38.6,2025
2025,UAlbany,Coastal Athletic,,236,-38.7,2025
2025,Texas Southern,SWAC,West,237,-38.9,2025
2025,Bryant,Coastal Athletic,,238,-39.0,2025
2025,Grambling,SWAC,West,239,-39.1,2025
2025,Morgan State,MEAC,,240,-39.4,2025
2025,Stonehill,NEC,,241,-39.5,2025
2025,Bucknell,Patriot,,242,-39.9,2025
2025,Alcorn State,SWAC,West,243,-40.2,2025
2025,Wagner,NEC,,244,-40.4,2025
2025,Robert Morris,NEC,,245,-41.8,2025
2025,Howard,MEAC,,246,-41.9,2025
2025,Houston Christian,Southland,,247,-42.6,2025
2025,Tennessee State,OVC-Big South,,248,-42.7,2025
2025,Samford,Southern,,249,-43.5,2025
2025,Morehead State,Pioneer,,250,-43.8,2025
2025,Fordham,Patriot,,251,-43.9,2025
2025,Alabama A&M,SWAC,East,252,-44.5,2025
2025,North Carolina A&T,Coastal Athletic,,253,-46.1,2025
2025,Northwestern State,Southland,,254,-46.2,2025
2025,Florida A&M,SWAC,East,255,-46.3,2025
2025,New Haven,NEC,,255,-46.3,2025
2025,Norfolk State,MEAC,,257,-47.0,2025
2025,Arkansas-Pine Bluff,SWAC,West,258,-47.7,2025
2025,VMI,Southern,,259,-48.0,2025
2025,Saint Francis,NEC,,260,-49.2,2025
2025,Hampton,Coastal Athletic,,261,-49.4,2025
2025,Valparaiso,Pioneer,,262,-50.4,2025
2025,Mississippi Valley State,SWAC,East,262,-50.4,2025
2025,Southern,SWAC,West,264,-51.6,2025
2025,Davidson,Pioneer,,265,-51.8,2025
2025,Stetson,Pioneer,,266,-53.5,2025
